"dateh","modelo","tipo_conjunto","valor_real","prediccion","error","error_abs","confianza_inferior","confianza_superior","fecha_ejecucion"
"2025-03-20T00:00:00","HYBRID","validacion","113.85151515380646","104.07879511264748","9.772720041158976","9.772720041158976","83.26797710114195","124.88961312415302","2026-06-06 20:27:10"
"2025-03-20T01:00:00","HYBRID","validacion","111.72082757110039","103.88172990384379","7.8390976672565955","7.8390976672565955","83.07091189233826","124.69254791534932","2026-06-06 20:27:10"
"2025-03-20T02:00:00","HYBRID","validacion","107.34957255549483","104.46084337654834","2.888729178946491","2.888729178946491","83.65002536504281","125.27166138805387","2026-06-06 20:27:10"
"2025-03-20T03:00:00","HYBRID","validacion","112.58241940852223","103.0662381068023","9.516181301719925","9.516181301719925","82.25542009529677","123.87705611830783","2026-06-06 20:27:10"
"2025-03-20T04:00:00","HYBRID","validacion","105.01553298909684","104.05791619135009","0.957616797746752","0.957616797746752","83.24709817984456","124.86873420285562","2026-06-06 20:27:10"
"2025-03-20T05:00:00","HYBRID","validacion","98.98487231023132","101.42146785019686","-2.4365955399655377","2.4365955399655377","80.61064983869133","122.2322858617024","2026-06-06 20:27:10"
"2025-03-20T06:00:00","HYBRID","validacion","95.46585749033848","100.20307125045177","-4.737213760113292","4.737213760113292","79.39225323894624","121.0138892619573","2026-06-06 20:27:10"
"2025-03-20T07:00:00","HYBRID","validacion","82.9001791909276","97.95195002702377","-15.051770836096168","15.051770836096168","77.14113201551824","118.7627680385293","2026-06-06 20:27:10"
"2025-03-20T08:00:00","HYBRID","validacion","80.36934188234056","92.52440026334902","-12.155058381008459","12.155058381008459","71.71358225184349","113.33521827485455","2026-06-06 20:27:10"
"2025-03-20T09:00:00","HYBRID","validacion","77.74256655929096","92.01815774042744","-14.275591181136477","14.275591181136477","71.20733972892191","112.82897575193297","2026-06-06 20:27:10"
"2025-03-20T10:00:00","HYBRID","validacion","81.9446567066015","89.93365380095958","-7.988997094358069","7.988997094358069","69.12283578945404","110.74447181246511","2026-06-06 20:27:10"
"2025-03-20T11:00:00","HYBRID","validacion","89.01291805600015","91.7690046923858","-2.7560866363856604","2.7560866363856604","70.95818668088027","112.57982270389134","2026-06-06 20:27:10"
"2025-03-20T12:00:00","HYBRID","validacion","91.05492893556539","95.23249293992781","-4.177564004362424","4.177564004362424","74.42167492842228","116.04331095143334","2026-06-06 20:27:10"
"2025-03-20T13:00:00","HYBRID","validacion","96.14506025751835","96.28074673204532","-0.13568647452696325","0.13568647452696325","75.46992872053978","117.09156474355085","2026-06-06 20:27:10"
"2025-03-20T14:00:00","HYBRID","validacion","99.11078341767121","97.7895909278548","1.3211924898164114","1.3211924898164114","76.97877291634927","118.60040893936034","2026-06-06 20:27:10"
"2025-03-20T15:00:00","HYBRID","validacion","99.31408701666979","100.4320770806338","-1.1179900639640152","1.1179900639640152","79.62125906912827","121.24289509213934","2026-06-06 20:27:10"
"2025-03-20T16:00:00","HYBRID","validacion","100.1027994769813","100.1528036117408","-0.05000413475949017","0.05000413475949017","79.34198560023526","120.96362162324633","2026-06-06 20:27:10"
"2025-03-20T17:00:00","HYBRID","validacion","101.118310279736","100.36718996478788","0.7511203149481105","0.7511203149481105","79.55637195328235","121.17800797629342","2026-06-06 20:27:10"
"2025-03-20T18:00:00","HYBRID","validacion","99.93858592450658","100.17188842627115","-0.23330250176456957","0.23330250176456957","79.36107041476562","120.98270643777668","2026-06-06 20:27:10"
"2025-03-20T19:00:00","HYBRID","validacion","101.65747004300006","99.68636030984139","1.97110973315867","1.97110973315867","78.87554229833586","120.49717832134692","2026-06-06 20:27:10"
"2025-03-20T20:00:00","HYBRID","validacion","100.73922259540285","100.13048291796376","0.6087396774390896","0.6087396774390896","79.31966490645823","120.94130092946929","2026-06-06 20:27:10"
"2025-03-20T21:00:00","HYBRID","validacion","107.08560258404881","99.88167003945199","7.2039325445968245","7.2039325445968245","79.07085202794646","120.69248805095752","2026-06-06 20:27:10"
"2025-03-20T22:00:00","HYBRID","validacion","113.31606434085013","102.15037401954066","11.16569032130947","11.16569032130947","81.33955600803513","122.9611920310462","2026-06-06 20:27:10"
"2025-03-20T23:00:00","HYBRID","validacion","121.7193444094355","103.84269530989609","17.876649099539407","17.876649099539407","83.03187729839055","124.65351332140162","2026-06-06 20:27:10"
"2025-03-21T00:00:00","HYBRID","validacion","125.6184025081214","108.62760526997317","16.990797238148232","16.990797238148232","87.81678725846764","129.4384232814787","2026-06-06 20:27:10"
"2025-03-21T01:00:00","HYBRID","validacion","116.73166169917698","109.11789224306962","7.613769456107363","7.613769456107363","88.30707423156409","129.92871025457515","2026-06-06 20:27:10"
"2025-03-21T02:00:00","HYBRID","validacion","115.92744792219035","105.44135728862831","10.486090633562043","10.486090633562043","84.63053927712278","126.25217530013384","2026-06-06 20:27:10"
"2025-03-21T03:00:00","HYBRID","validacion","114.17518868404103","104.72498774875187","9.45020093528916","9.45020093528916","83.91416973724634","125.5358057602574","2026-06-06 20:27:10"
"2025-03-21T04:00:00","HYBRID","validacion","106.45863344955758","103.70234361184009","2.756289837717489","2.756289837717489","82.89152560033456","124.51316162334562","2026-06-06 20:27:10"
"2025-03-21T05:00:00","HYBRID","validacion","89.55253909844004","103.50377457267126","-13.951235474231225","13.951235474231225","82.69295656116573","124.3145925841768","2026-06-06 20:27:10"
"2025-03-21T06:00:00","HYBRID","validacion","85.25238327191408","96.9119207859688","-11.659537514054719","11.659537514054719","76.10110277446327","117.72273879747434","2026-06-06 20:27:10"
"2025-03-21T07:00:00","HYBRID","validacion","80.27877261850735","94.56560421226716","-14.286831593759814","14.286831593759814","73.75478620076163","115.37642222377269","2026-06-06 20:27:10"
"2025-03-21T08:00:00","HYBRID","validacion","77.16560604900863","92.72998953030474","-15.564383481296105","15.564383481296105","71.9191715187992","113.54080754181027","2026-06-06 20:27:10"
"2025-03-21T09:00:00","HYBRID","validacion","76.81100535125206","90.6245442841975","-13.813538932945434","13.813538932945434","69.81372627269197","111.43536229570303","2026-06-06 20:27:10"
"2025-03-21T10:00:00","HYBRID","validacion","74.53380131014","90.58572923386255","-16.051927923722545","16.051927923722545","69.77491122235702","111.39654724536808","2026-06-06 20:27:10"
"2025-03-21T11:00:00","HYBRID","validacion","72.36023723603877","87.73838177135941","-15.378144535320644","15.378144535320644","66.92756375985388","108.54919978286495","2026-06-06 20:27:10"
"2025-03-21T12:00:00","HYBRID","validacion","73.79299589363352","85.89423816439978","-12.101242270766264","12.101242270766264","65.08342015289425","106.70505617590531","2026-06-06 20:27:10"
"2025-03-21T13:00:00","HYBRID","validacion","72.91304271632104","85.94825297824507","-13.035210261924021","13.035210261924021","65.13743496673953","106.7590709897506","2026-06-06 20:27:10"
"2025-03-21T14:00:00","HYBRID","validacion","73.91030201767506","87.66040609410258","-13.750104076427519","13.750104076427519","66.84958808259705","108.47122410560812","2026-06-06 20:27:10"
"2025-03-21T15:00:00","HYBRID","validacion","72.89658436762303","86.6103860357694","-13.71380166814636","13.71380166814636","65.79956802426386","107.42120404727493","2026-06-06 20:27:10"
"2025-03-21T16:00:00","HYBRID","validacion","74.83569677568572","86.4401710943581","-11.604474318672388","11.604474318672388","65.62935308285257","107.25098910586364","2026-06-06 20:27:10"
"2025-03-21T17:00:00","HYBRID","validacion","76.61790523866317","85.60714271896639","-8.989237480303217","8.989237480303217","64.79632470746085","106.41796073047192","2026-06-06 20:27:10"
"2025-03-21T18:00:00","HYBRID","validacion","74.62543245485472","86.20196938880451","-11.576536933949797","11.576536933949797","65.39115137729898","107.01278740031005","2026-06-06 20:27:10"
"2025-03-21T19:00:00","HYBRID","validacion","76.53839374052174","83.53157778101952","-6.9931840404977805","6.9931840404977805","62.72075976951399","104.34239579252505","2026-06-06 20:27:10"
"2025-03-21T20:00:00","HYBRID","validacion","78.65139943904141","83.40597010956209","-4.754570670520678","4.754570670520678","62.59515209805656","104.21678812106762","2026-06-06 20:27:10"
"2025-03-21T21:00:00","HYBRID","validacion","82.32673362490539","82.11569003552181","0.21104358938357848","0.21104358938357848","61.30487202401628","102.92650804702734","2026-06-06 20:27:10"
"2025-03-21T22:00:00","HYBRID","validacion","89.09618997504617","81.78914003748866","7.307049937557508","7.307049937557508","60.97832202598313","102.5999580489942","2026-06-06 20:27:10"
"2025-03-21T23:00:00","HYBRID","validacion","93.14579206004439","89.22161731369478","3.924174746349607","3.924174746349607","68.41079930218925","110.03243532520031","2026-06-06 20:27:10"
"2025-03-22T00:00:00","HYBRID","validacion","96.2335470627187","91.30878715052131","4.924759912197388","4.924759912197388","70.49796913901578","112.11960516202684","2026-06-06 20:27:10"
"2025-03-22T01:00:00","HYBRID","validacion","93.70626225526192","90.08441817362952","3.6218440816324033","3.6218440816324033","69.27360016212398","110.89523618513505","2026-06-06 20:27:10"
"2025-03-22T02:00:00","HYBRID","validacion","96.33506318729138","89.12502653013307","7.210036657158312","7.210036657158312","68.31420851862754","109.9358445416386","2026-06-06 20:27:10"
"2025-03-22T03:00:00","HYBRID","validacion","88.12382069600339","88.7514528924973","-0.6276321964939058","0.6276321964939058","67.94063488099177","109.56227090400283","2026-06-06 20:27:10"
"2025-03-22T04:00:00","HYBRID","validacion","84.95463932370878","83.69236357996675","1.2622757437420233","1.2622757437420233","62.88154556846122","104.50318159147228","2026-06-06 20:27:10"
"2025-03-22T05:00:00","HYBRID","validacion","82.73419892483192","82.28359299313813","0.4506059316937865","0.4506059316937865","61.4727749816326","103.09441100464366","2026-06-06 20:27:10"
"2025-03-22T06:00:00","HYBRID","validacion","77.33582154151996","82.31638566601538","-4.980564124495416","4.980564124495416","61.505567654509846","103.12720367752091","2026-06-06 20:27:10"
"2025-03-22T07:00:00","HYBRID","validacion","71.57374777527492","80.72807507382059","-9.154327298545667","9.154327298545667","59.91725706231506","101.53889308532612","2026-06-06 20:27:10"
"2025-03-22T08:00:00","HYBRID","validacion","63.97540393794651","77.22345873610332","-13.248054798156815","13.248054798156815","56.41264072459779","98.03427674760886","2026-06-06 20:27:10"
"2025-03-22T09:00:00","HYBRID","validacion","59.0835172329792","73.77784132382193","-14.694324090842734","14.694324090842734","52.9670233123164","94.58865933532746","2026-06-06 20:27:10"
